2,1,
3,1,_,
4,3,_,1,
5,4,2,_,1,
6,4,3,2,1,_,
7,6,4,3,_,_,1,
8,7,5,4,2,_,_,1,
9,7,6,4,3,2,_,1,_,
10,9,7,5,4,3,2,_,_,1,
11,10,7,6,5,3,2,_,_,_,1,
12,10,8,7,6,_,3,2,_,_,1,_,
13,12,9,8,7,_,_,3,2,_,_,_,1,
14,13,10,9,8,_,_,3,_,2,_,_,_,1,
15,13,11,10,_,_,_,_,3,2,_,_,_,1,_,
16,15,12,11,_,_,_,_,_,3,2,_,_,_,_,1,
17,16,13,12,_,_,_,_,_,_,3,2,_,_,_,_,1,
18,16,14,13,_,_,_,_,_,_,3,_,2,_,_,_,1,_,
19,18,15,14,_,_,_,_,_,_,_,3,2,_,_,_,_,_,1,
20,19,16,14,_,_,10,_,_,_,_,_,3,2,_,_,_,_,_,1,
21,19,17,15,_,_,_,_,_,_,_,_,3,_,2,_,_,_,_,1,_,
22,21,18,16,_,_,_,_,_,_,_,_,_,3,_,2,_,_,_,_,_,1,
23,22,19,17,_,_,_,_,_,_,_,_,_,_,3,2,_,_,_,_,_,_,1,
24,22,20,18,_,_,_,_,_,_,_,_,_,_,3,_,2,_,_,_,_,_,1,_,
25,24,21,19,_,_,_,_,_,_,_,_,_,_,_,3,_,2,_,_,_,_,_,_,1,
26,25,22,20,_,_,_,_,_,_,_,_,_,_,_,_,3,_,2,_,_,_,_,_,_,1,
27,25,23,21,_,_,_,_,_,_,_,_,_,_,_,_,3,_,2,_,_,_,_,_,_,1,_,
28,27,24,22,_,_,_,_,_,_,_,_,_,_,_,_,_,3,_,2,_,_,_,_,_,_,_,1,
29,28,25,23,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,_,2,_,_,_,_,_,_,_,1,
30,28,26,24,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,_,2,_,_,_,_,_,_,1,_,
31,30,27,25,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,_,2,_,_,_,_,_,_,_,_,1,
32,31,28,26,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,_,2,_,_,_,_,_,_,_,_,1,
33,31,29,27,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,_,2,_,_,_,_,_,_,_,1,_,
34,33,30,28,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,_,_,2,_,_,_,_,_,_,_,_,1,
35,34,31,29,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,_,2,_,_,_,_,_,_,_,_,_,1,
36,34,32,30,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,_,2,_,_,_,_,_,_,_,_,1,_,
37,36,32,31,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,_,_,2,_,_,_,_,_,_,_,_,_,1,
38,37,33,32,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,_,_,2,_,_,_,_,_,_,_,_,_,1,
39,37,34,33,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,_,2,_,_,_,_,_,_,_,_,_,1,_,
40,39,35,34,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,_,_,2,_,_,_,_,_,_,_,_,_,_,1,
41,40,36,35,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,_,_,2,_,_,_,_,_,_,_,_,_,_,1,
42,40,37,36,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,_,_,2,_,_,_,_,_,_,_,_,_,1,_,
43,42,38,37,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,_,2,_,_,_,_,_,_,_,_,_,_,_,1,
44,43,39,38,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,_,_,2,_,_,_,_,_,_,_,_,_,_,_,1,
45,43,40,39,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,_,_,2,_,_,_,_,_,_,_,_,_,_,1,_,
46,45,41,40,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,_,_,2,_,_,_,_,_,_,_,_,_,_,_,1,
47,46,42,41,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,_,_,2,_,_,_,_,_,_,_,_,_,_,_,_,1,
48,46,43,42,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,_,_,2,_,_,_,_,_,_,_,_,_,_,_,1,_,
49,48,44,43,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,_,_,2,_,_,_,_,_,_,_,_,_,_,_,_,1,
50,49,45,44,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,_,3,_,_,_,2,_,_,_,_,_,_,_,_,_,_,_,_,1,
