28*,27*,24*,22*,21,20,18,17,16,15,13,12,10,9,8,7,5,3*,3,2*,2,1*,1*,1*,1*,1*,1*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29*,28*,25*,23*,22,21,19,18,17,16,14,13,11,10,9,8,6,5,3*,3,2*,1*,1*,1*,1*,1*,1*,1*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
30*,28*,26*,24*,23,22,20,19,18,17,15,14,12,11,10,8,7,6,5,3*,2,2*,1*,1*,1*,1*,1*,1*,1*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31*,30*,27*,25*,24,23,21,20,18,17,16,15,13,12,11,9,8,7,5,3*,3,2*,2,1*,1*,1*,1*,1*,1*,1*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
32*,31*,28*,26*,25,24,22,21,19,18,17,16,14,13,12,10,9,8,6,5,3*,3,2*,2,1*,1*,1*,1*,1*,1*,1*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
33*,31*,29*,27*,25,25,23,22,20,19,18,17,15,14,12,11,10,8,7,6,5,3*,2,2*,1*,1*,1*,1*,1*,1*,1*,1*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
34*,33*,30*,28*,26,25,24,23,21,20,19,18,16,15,13,12,11,9,8,7,5,3*,3,2,2*,1*,1*,1*,1*,1*,1*,1*,1*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
35*,34*,31*,29*,27,26,24,24,22,21,19,18,17,16,14,13,11,10,9,8,6,5,3*,3,2*,2,1*,1*,1*,1*,1*,1*,1*,1*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
36*,34*,32*,30*,28,27,25,24,23,22,20,19,18,17,15,14,12,11,10,8,7,6,5,3*,2,2*,2,1*,1*,1*,1*,1*,1*,1*,1*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
37*,36*,32*,31*,29,28,26,25,24,23,21,20,19,18,16,15,13,12,11,9,8,7,5,3*,3,2,2*,1*,1*,1*,1*,1*,1*,1*,1*,1*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
38*,37*,33*,32*,30,29,27,26,25,24,22,21,19,18,17,16,14,13,11,10,9,8,6,5,3*,3,2,2*,1*,1*,1*,1*,1*,1*,1*,1*,1*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
39*,37*,34*,33*,31,30,28,27,26,25,23,22,20,19,18,17,15,14,12,11,10,8,7,6,5,3*,3,2*,2,1*,1*,1*,1*,1*,1*,1*,1*,1*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
40*,39*,35*,34*,32,31,29,28,26,26,24,23,21,20,19,17,16,15,13,12,11,9,8,7,5,3*,4,2,2*,2,1*,1*,1*,1*,1*,1*,1*,1*,1*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
41*,40*,36*,35*,33,32,30,29,27,26,25,24,22,21,20,18,17,16,14,13,11,10,9,8,6,5,3*,3,2,2*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
42*,40*,37*,36*,34,33,31,30,28,27,26,25,23,22,20,19,18,17,15,14,12,11,9,8,7,6,5,3*,3,2,2*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
43*,42*,38*,37*,35,34,32,31,29,28,27,26,24,23,21,20,19,17,16,14,13,12,10,9,8,7,6,5,3*,2,2*,2,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
44*,43*,39*,38*,36,35,33up,33,30,29,28,27,25,24,22,21,20,18,17,16,14,13,11,10,9,7,6,5,3*,3,2,2*,2,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
45*,43*,40*,39*,37up,37up,34up,34up,31up,31up,29,28,26,25,23,22,20,19,18,17,15,14,12,11,9,8,7,6,5,3*,3,2,2*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
46*,45*,41*,40*,38up,38up,35up,34up,32up,32up,29,29,27,26,24,23,21,20,19,17,16,14,13,12,10,9,8,6,6,5,3*,2,2,2*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
47*,46*,42*,41*,39up,39up,36up,35up,33up,33up,30up,30up,28,27,25,24,22,21,20,18,17,15,14,12,11,10,9,7,6,5,3*,3,2,2*,2,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,0,0,0,0,0,0,0,0,0,0,0,0,0,0
48*,46*,43*,42*,40up,39up,37up,36up,34up,34up,31up,31up,29up,28,26,25,23,22,20,19,18,16,15,13,12,11,9,8,7,6,5,3*,3,2,2*,2,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,0,0,0,0,0,0,0,0,0,0,0,0,0
49*,48*,44*,43*,41up,40up,38up,37up,35up,34up,32up,32up,30up,29up,27,26,24,23,21,20,19,17,16,14,13,12,10,9,8,6,6,5,3*,2,2,2*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,0,0,0,0,0,0,0,0,0,0,0,0
50*,49*,45*,44*,42up,41up,39up,38up,36up,35up,33up,33up,31up,30up,28,27,25,24,22,21,20,18,17,15,14,12,11,10,9,7,6,5,3*,3,2,2,2*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,0,0,0,0,0,0,0,0,0,0,0
51*,49*,46*,46up,43up,42up,40up,39up,37up,36up,34up,34up,31up,31up,29up,28,26,25,23,22,20,19,18,16,15,13,12,11,9,8,7,6,5,3*,3,2,2*,2,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,0,0,0,0,0,0,0,0,0,0
52*,51*,47*,47up,44up,43up,40up,40up,38up,37up,35up,35up,32up,32up,30up,29up,27,26,24,23,21,20,18,17,16,14,13,12,10,9,8,6,6,5,3*,3,2,2*,2,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,0,0,0,0,0,0,0,0,0
53*,52*,48*,45,45up,44up,41up,41up,38up,38up,36up,35up,33up,33up,31up,30up,29up,27,25,24,22,21,19,18,17,15,14,12,11,10,9,7,6,5,3*,3,2,2,2*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,0,0,0,0,0,0,0,0
54*,52*,49*,46,46up,45up,42up,42up,39up,39up,37up,36up,34up,34up,32up,31up,29up,28,26,25,23,22,20,19,17,16,15,13,12,11,9,8,7,6,5,3*,3,2,2,2*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,0,0,0,0,0,0,0
55*,54*,50*,47,47up,46up,43up,43up,40up,40up,38up,37up,35up,35up,33up,32up,30up,29up,28,26,24,23,21,20,18,17,15,14,13,12,10,9,8,6,6,5,3*,3,2,2*,2,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,0,0,0,0,0,0
56*,55*,51*,48,44,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,25,24,22,21,19,18,16,15,14,12,11,10,9,7,6,6,5,3*,2,2,2*,2,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,0,0,0,0,0
57*,55*,52*,49,-1,42,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,28up,26,25,23,22,20,19,17,16,15,13,12,10,9,8,7,6,5,3*,3,2,2,2*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,0,0,0,0
58*,57*,53*,50,46,46,40,38,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,21,26,24,23,21,20,18,17,15,14,13,11,10,9,8,6,6,5,3*,3,2,2,2*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,0,0,0
59*,58*,54*,50,50,44,41,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,27,25,23,22,21,19,18,16,15,13,12,11,10,9,7,6,6,5,3*,2,2,2*,2,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,0,0
60*,58*,55*,51,51,45,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,26,24,23,21,20,18,17,16,14,13,12,10,9,8,7,6,5,3*,3,2,2,2*,2,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,1*,0
